Awardee;Funds Obligated to Date;Agency
OHIO STATE UNIVERSITY, THE;$16,827;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$299,357;NSF
MANGO MATERIALS, INC.;$608,417;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$449,108;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$473,000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$47,500;NSF
TRUSTEES OF BOSTON UNIVERSITY;$598,026;NSF
TRUSTEES OF BOSTON UNIVERSITY;$15,000;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$150,000;NSF
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA;$214,158;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$105,093;NSF
UNIVERSITY OF PITTSBURGH THE;$19,174;NSF
UNIVERSITY OF MISSOURI SYSTEM;$170,963;NASA
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$242,058;NASA
JOHNS HOPKINS UNIVERSITY, THE;$463,310;NSF
WILLIAM MARSH RICE UNIVERSITY;$4,119,364;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$157,066;NSF
UNIVERSITY OF UTAH, THE;$111,052;NSF
XANDEM TECHNOLOGY, LLC;$486,912;NSF
TRUSTEES OF INDIANA UNIVERSITY;$359,964;NSF
FIRST RF CORPORATION;$199,975;NSF
ACOUSTIC MEDSYSTEMS, INC;$200,000;NSF
TRUSTEES OF DARTMOUTH COLLEGE;$15,017;NSF
GEORGIA TECH RESEARCH CORPORATION;$55,000;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$156,573;NSF
UNIVERSITY OF MARYLAND;$29,700;NSF
SERIONIX;$496,720;NSF
CORNELL UNIVERSITY, INC;$413,848;NASA
SMITHSONIAN INSTITUTION;$180,312;NASA
ROCHESTER INSTITUTE OF TECHNOLOGY (INC);$210,361;NASA
TECHNOLOGY HOLDING, LLC;$178,720;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE;$150,000;NSF
TEXAS A & M UNIVERSITY;$150,000;NSF
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;$31,040;NSF
CORNELL UNIVERSITY, INC;$74,359;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$108,400;NASA
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$146,069;NASA
NEW JERSEY INSTITUTE OF TECHNOLOGY;$45,309.97;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$277,951;NSF
VIRGINIA COMMONWEALTH UNIVERSITY;$148,987;NSF
GEORGIA TECH RESEARCH CORPORATION;$316,711;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$201,088;NSF
UNIVERSITY OF ARKANSAS SYSTEM;$750,000;NASA
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$27,448;NASA
COLLEGE OF CHARLESTON;$748,921;NASA
GEORGE MASON UNIVERSITY;$550,000;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$160,335;NSF
UNIVERSITY OF WASHINGTON;$300,000;NSF
UNIVERSITY OF PITTSBURGH THE;$550,000;NSF
UNIVERSITY OF TEXAS AT EL PASO;$223,527;NSF
TRUSTEES OF GRINNELL COLLEGE, THE;$37,437;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$25,145;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$26,325.67;NASA
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$97,507;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$110,000;NSF
VANDERBILT UNIVERSITY, THE;$624,996;NSF
UNIVERSITY OF WASHINGTON;$9,545;NSF
MARQUETTE UNIVERSITY;$109,766;NSF
SHEEPDOG SCIENCES, INC.;$507,996;NSF
WAYNE STATE UNIVERSITY (INC);$25,000;NSF
JEFFERSON INSTITUTE FOR THE STUDY OF WORLD POLITICS, THOMAS;$172,812;NSF
TRUSTEES OF INDIANA UNIVERSITY;$14,097;NSF
DUKE UNIVERSITY;$7,500;NSF
UNIVERSITY OF MARYLAND;$29,975;NSF
UNIVERSITY OF OREGON;$637,941;NSF
TEXAS A & M UNIVERSITY;$204,185;NSF
UNIVERSITY OF CHICAGO, THE;$250,832.5;NSF
UNIVERSITY OF MARYLAND;$189,449;NASA
OHIO STATE UNIVERSITY, THE;$100,000;NSF
UNIVERSITY OF MARYLAND CENTER FOR ENVIRONMENTAL SCIENCE;$536,309;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$467,592;NSF
WILLIAM MARSH RICE UNIVERSITY;$76,765;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$288,105;NASA
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$104,188.99;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$380,000;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$744,432;NASA
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$213,249;NASA
WICHITA STATE UNIVERSITY;$672,919;NASA
EMORY UNIVERSITY;$25,182;NSF
PREMIX, INC.;$495,648;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$650,000;NSF
;$170,000;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$26,040;NSF
WASHINGTON UNIVERSITY, THE;$12,120;NSF
NORTHEASTERN UNIVERSITY;$293,974;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$306,387;NSF
UNIVERSITY OF SOUTH CAROLINA;$131,217;NSF
PRESIDENT & TRUSTEES OF WILLIAMS COLLEGE;$286,188;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$64,301;NASA
UNIVERSITY OF WISCONSIN SYSTEM;$108,976;NSF
UNIVERSITY OF MAINE SYSTEM;$201,578;NASA
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$15,000;NSF
GORDON RESEARCH CONFERENCES INC;$5,000;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$80,000;NSF
BIOBRICKS FOUNDATION, INCORPORATED, THE;$19,900;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$191,790;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$191,790;NSF
BOWDOIN COLLEGE;$46,678;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$79,890;NASA
NORTH CAROLINA STATE UNIVERSITY;$304,857;NSF
DREXEL UNIVERSITY;$217,591;NSF
UNIVERSITY OF ARIZONA;$96,983;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$174,246;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$155,301;NSF
NORTH CAROLINA STATE UNIVERSITY;$152,162;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$120,647;NSF
UNIVERSITY OF MARYLAND;$519,487;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$356,456;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$212,524;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$370,343;NASA
JOHNS HOPKINS UNIVERSITY, THE;$97,743;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$60,746;NASA
REMOTE SENSING SOLUTIONS, INC.;$80,338;NASA
OHIO STATE UNIVERSITY, THE;$63,450;NASA
PENNSYLVANIA STATE UNIVERSITY, THE;$15,118;NSF
UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.;$2,797,689;NASA
GEORGIA TECH RESEARCH CORPORATION;$220,000;NSF
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE;$823,641;NSF
OHIO STATE UNIVERSITY, THE;$208,104;NSF
GEORGE MASON UNIVERSITY;$176,869;NSF
NORTHEASTERN UNIVERSITY;$1,011,398.56;NSF
JUNIATA COLLEGE;$445,039;NSF
UNIVERSITY OF NEBRASKA;$186,151;NSF
UNIVERSITY OF SOUTHERN MISSISSIPPI;$9,000;NSF
COLLEGE OF WILLIAM & MARY, THE;$183,029;NSF
SOUTHWEST RESEARCH INSTITUTE;$403,218;NASA
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$21,813;NSF
UNIVERSITY OF TEXAS AT ARLINGTON;$170,026;NSF
UNIVERSITY OF SAN DIEGO;$200,000;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$200,000;NSF
UNIVERSITY OF CONNECTICUT;$155,000;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$176,355;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$181,623;NSF
PURDUE UNIVERSITY;$200,000;NSF
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH;$257,765;NASA
NORTH CAROLINA STATE UNIVERSITY;$199,998;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$284,392;NSF
UNIVERSITY OF CALIFORNIA, SANTA BARBARA;$157,500;NSF
JOHNS HOPKINS UNIVERSITY, THE;$199,696;NASA
UNIVERSITY OF OREGON;$153,606;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$400,000;NSF
EMORY UNIVERSITY;$216,000;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$172,500;NSF
PLANETARY SCIENCE INSTITUTE;$118,955;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$60,701;NASA
CASE WESTERN RESERVE UNIVERSITY;$240,000;NSF
OHIO STATE UNIVERSITY, THE;$118,182;NSF
OLD DOMINION UNIVERSITY RESEARCH FOUNDATION;$199,131;NSF
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY;$617,848;NSF
OREGON STATE UNIVERSITY;$199,995;NSF
WILLIAM MARSH RICE UNIVERSITY;$974,075;NSF
MICHIGAN TECHNOLOGICAL UNIVERSITY;$357,569;NSF
UNIVERSITY OF UTAH, THE;$213,598;NSF
TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK;$39,552;NSF
UTAH VALLEY UNIVERSITY;$213,126.36;NSF
TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA;$228,268.67;NSF
UNIVERSITY OF WASHINGTON;$150,202;NSF
OREGON STATE UNIVERSITY;$149,790;NSF
UNIVERSITY OF ALABAMA AT BIRMINGHAM;$341,312;NSF
CACHE CORPORATION, THE;$29,997;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$25,200;NSF
AUBURN UNIVERSITY;$299,955;NSF
UNIVERSITY OF HAWAII SYSTEMS;$144,503;NASA
OHIO STATE UNIVERSITY, THE;$16,000;NSF
COLORADO STATE UNIVERSITY;$298,299;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$105,755;NASA
UNIVERSITY OF CHICAGO, THE;$7,500;NSF
NORTH CAROLINA STATE UNIVERSITY;$48,860;NSF
NEW YORK UNIVERSITY;$31,226;NSF
NEW MEXICO STATE UNIVERSITY;$376,859;NASA
CARNEGIE MELLON UNIVERSITY;$717,566;NSF
UNIVERSITY OF CALIFORNIA MERCED;$200,775;NSF
UNIVERSITY OF HOUSTON SYSTEM;$438,053;NSF
PREDICTIVE SCIENCE INCORPORATED;$256,879;NSF
FEDERATION OF AMERICAN SOCIETIES FOR EXPERIMENTAL BIOLOGY;$10,000;NSF
UNIVERSITY OF SOUTH CAROLINA;$107,721;NSF
US IGNITE, INC.;$21,374;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;$2,000;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$442,814;NSF
UNIVERSITY OF MARYLAND;$20,616.65;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$205,182;NASA
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS;$771,535.5;NASA
WASHINGTON UNIVERSITY, THE;$340,000;NSF
CORNELL UNIVERSITY, INC;$195,629;NSF
UNIVERSITY OF SOUTHERN MISSISSIPPI;$416,072;NSF
WILLIAM MARSH RICE UNIVERSITY;$172,171;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$171,999;NASA
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$333,691;NASA
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$55,321;NASA
TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION;$114,962;NSF
UNIVERSITY OF SOUTH FLORIDA;$199,656;NASA
UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.;$390,787;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$290,462;NSF
SRI INTERNATIONAL;$124,703;NASA
THE MITRE CORPORATION;$303,657;NASA
REMOTE SENSING SOLUTIONS, INC.;$144,886;NASA
TEXAS A & M UNIVERSITY;$319,783;NASA
UNIVERSITY OF TEXAS AT EL PASO;$261,844;NSF
BOARD OF REGENTS NEVADA SYSTEM OF HIGHER EDUCATION;$168,281;NSF
DREXEL UNIVERSITY;$312,420;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$2,582,120;NASA
REGENTS OF THE UNIVERSITY OF MICHIGAN;$400,000;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$495,000;NSF
OHIO STATE UNIVERSITY, THE;$15,089;NSF
WORCESTER POLYTECHNIC INSTITUTE;$175,886;NSF
SETI INSTITUTE;$76,500;NASA
WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION;$72,228;NSF
FLORIDA INTERNATIONAL UNIVERSITY;$111,132;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$727,495;NSF
UNIVERSITY OF WASHINGTON;$531,567;NSF
UNIVERSITY OF TEXAS AT ARLINGTON;$400,000;NSF
UNIVERSITY OF HAWAII SYSTEMS;$0;NSF
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;$613,615;NSF
UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH;$210,103;NASA
TRUSTEES OF BOSTON UNIVERSITY;$288,527;NASA
REGENTS OF THE UNIVERSITY OF MINNESOTA;$282,775;NASA
UNIVERSITY OF NEW MEXICO;$18,835;NSF
UNIVERSITY OF HAWAII SYSTEMS;$214,632;NSF
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$137,762;NSF
UNIVERSITY OF IOWA, THE;$166,888;NSF
TRUSTEES OF INDIANA UNIVERSITY;$267,204;NSF
WAKE FOREST UNIVERSITY;$400,000;NSF
UNIVERSITY OF HAWAII SYSTEMS;$449,997;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$25,200;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$400,000;NSF
AMERICAN UNIVERSITY;$23,000;NSF
TEXAS STATE UNIVERSITY;$210,765;NSF
UNIVERSITY OF CHICAGO, THE;$15,236;NSF
UNIVERSITY OF ILLINOIS;$50,000;NSF
DUKE UNIVERSITY;$384,403;NSF
UNIVERSITY OF ALABAMA IN HUNTSVILLE;$400,000;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$400,000;NSF
PURDUE UNIVERSITY;$400,000;NSF
UNIVERSITY OF HAWAII SYSTEMS;$303,328;NSF
UNIVERSITY OF NOTRE DAME DU LAC;$40,000;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$10,365;NSF
UNIVERSITY OF IOWA, THE;$497,357;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$40,000;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$62,879;NSF
UNIVERSITY OF PITTSBURGH THE;$16,000;NSF
AMERICAN PHYSIOLOGICAL SOCIETY;$15,000;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$270,151;NASA
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$400,000;NSF
UNIVERSITY OF ILLINOIS;$50,000;NSF
UNIVERSITY OF NOTRE DAME DU LAC;$400,000;NSF
JOHNS HOPKINS UNIVERSITY, THE;$400,000;NSF
SMITHSONIAN INSTITUTION;$1,046,082;NASA
UNIVERSITY OF MASSACHUSETTS;$1,266,538;NASA
CORNELL UNIVERSITY, INC;$212,572;NASA
IOWA STATE UNIVERSITY OF SCIENCE AND TECHNOLOGY;$199,161;NSF
RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK;$120,736;NSF
PURDUE UNIVERSITY;$25,000;NSF
UNIVERSITY OF RHODE ISLAND;$383,343;NSF
KANSAS STATE UNIVERSITY;$768,054;NSF
CORNELL UNIVERSITY, INC;$203,045;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$79,778;NASA
JOHNS HOPKINS UNIVERSITY, THE;$265,847;NASA
UNIVERSITY OF CALIFORNIA, DAVIS;$91,350;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$13,953;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$145,568;NSF
UNIVERSITY OF CALIFORNIA, DAVIS;$200,000;NSF
UNIVERSITY OF FLORIDA;$400,000;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$349,874;NSF
UTAH STATE UNIVERSITY;$144,077;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$193,811;NSF
TRUSTEES OF PRINCETON UNIVERSITY, THE;$42,092;NSF
IDAHO STATE UNIVERSITY;$48,444;NSF
UNIVERSITY OF ILLINOIS;$3,199,172;NASA
SOUTHWEST RESEARCH INSTITUTE;$390,007;NASA
UNIVERSITY OF ALABAMA;$7,500;NSF
UNIVERSITY OF ALABAMA IN HUNTSVILLE;$5,000;NSF
UNIVERSITY OF WISCONSIN SYSTEM;$49,966;NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION;$78,365;NSF
UNIVERSITY OF ILLINOIS;$17,294;NSF
COLLEGE OF SAINT ROSE;$30,000;NSF
EMORY UNIVERSITY;$136,000;NASA
UNIVERSITY OF CINCINNATI;$2,442;NSF
COLLEGE OF WILLIAM & MARY, THE;$285,000;NSF
UNIVERSITY OF MISSOURI SYSTEM;$165,424;NSF
UNIVERSITY OF KANSAS CENTER FOR RESEARCH, INC.;$16,000;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$155,848;NSF
UNIVERSITY OF MARYLAND;$163,219;NSF
UNIVERSITY OF NOTRE DAME DU LAC;$250,557;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$674,968;NASA
SMITHSONIAN INSTITUTION;$687,523.8;NASA
UNIVERSITY OF SOUTHERN CALIFORNIA;$459,590;NSF
LOUISIANA STATE UNIVERSITY SYSTEM;$400,000;NSF
THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK INC;$452,310.5;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$1,440;NSF
PRESIDENT AND BOARD OF TRUSTEES OF SANTA CLARA COLLEGE;$52,826;NSF
UNIVERSITY OF DELAWARE;$10,000;NSF
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE;$10,400;NSF
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC;$98,570;NSF
FRANKLIN W. OLIN COLLEGE OF ENGINEERING, INC.;$99,040;NSF
UNIVERSITY OF MARYLAND CENTER FOR ENVIRONMENTAL SCIENCE;$373,219;NSF
UNIVERSITY OF ILLINOIS;$24,434;NSF
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.;$277,729;NSF
PANERATECH, INC.;$599,918;NSF
KANSAS STATE UNIVERSITY;$88,412;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;$124,450;NSF
UNIVERSITY OF HOUSTON SYSTEM;$150,000;NSF
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;$150,000;NSF
TRUSTEES OF DARTMOUTH COLLEGE;$650,000;NSF
UNIVERSITY OF ARIZONA;$468,341;NASA
PURDUE UNIVERSITY;$149,934;NSF
TRUSTEES OF BOSTON UNIVERSITY;$174,296;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$130,570;NSF
NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY;$62,871;NSF
EKSO BIONICS, INC.;$180,000;NSF
UNIVERSITY OF CONNECTICUT;$400,000;NSF
DREXEL UNIVERSITY;$255,999;NSF
UNIVERSITY OF NEVADA, RENO;$669,947;NSF
UNIVERSITY OF CENTRAL FLORIDA;$360,725;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$894,725;NASA
UNIVERSITY OF PITTSBURGH THE;$612,280;NSF
TRUSTEES OF DARTMOUTH COLLEGE;$885,500;NSF
OREGON STATE UNIVERSITY;$1,352,500;NSF
ACCREDITATION BOARD FOR ENGINEERING & TECHNOLOGY INC;$73,676;NSF
REMEDIUM TECHNOLOGIES, INC.;$616,000;NSF
ILLINOIS INSTITUTE OF TECHNOLOGY;$174,998;NSF
STEVENS INSTITUTE OF TECHNOLOGY (INC);$25,000;NSF
UNIVERSITY OF TEXAS AT ARLINGTON;$20,000;NSF
ALFRED UNIVERSITY;$29,620;NSF
DREXEL UNIVERSITY;$252,316;NSF
DREXEL UNIVERSITY;$152,786;NSF
CLARKSON UNIVERSITY;$200,000;NSF
RENSSELAER POLYTECHNIC INSTITUTE;$31,500;NSF
CONNECTICUT COLLEGE;$395,064;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$265,207;NSF
UNIVERSITY OF CALIFORNIA, LOS ANGELES;$255,819;NASA
UNIVERSITY OF IOWA, THE;$70,000;NASA
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$343,456;NASA
REGENTS OF THE UNIVERSITY OF MINNESOTA;$1,959,870;NSF
SWAMP OPTICS, LLC;$500,000;NSF
UTAH STATE UNIVERSITY;$199,979;NSF
OREGON INSTITUTE OF TECHNOLOGY;$46,638;NSF
REGENTS OF THE UNIVERSITY OF COLORADO, THE;$200,000;NSF
HARVARD COLLEGE, PRESIDENT & FELLOWS OF;$150,001;NSF
OREGON STATE UNIVERSITY;$173,531;NSF
CLARKSON UNIVERSITY;$400,000;NSF
COLORADO STATE UNIVERSITY;$143,568.31;NSF
UNIVERSITY OF PUERTO RICO;$659,700;NASA
UNIVERSITY OF MISSISSIPPI;$715,200;NASA
UNIVERSITY OF WASHINGTON;$99,068;NASA
UNIVERSITY OF CALIFORNIA, IRVINE;$208,142;NSF
UNIVERSITY OF HAWAII SYSTEMS;$665,062;NSF
NORTHEASTERN UNIVERSITY;$209,458;NSF
OREGON STATE UNIVERSITY;$448,127;NSF
NORTH CAROLINA STATE UNIVERSITY;$225,000;NSF
UNIVERSITY OF MARYLAND BALTIMORE COUNTY;$93,269;NSF
WILLIAM MARSH RICE UNIVERSITY;$150,000;NSF
UNIVERSITY OF MARYLAND;$149,999;NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION;$300,000;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$2,576,804;NASA
UNIVERSITY OF TEXAS AT AUSTIN;$417,992;NSF
UNIVERSITY OF WASHINGTON;$3,451,857;NASA
CATHOLIC UNIVERSITY OF AMERICA (THE);$52,060;NASA
EDUCATION DEVELOPMENT CENTER, INC.;$46,053;NSF
UNIVERSITY OF WASHINGTON;$34,575;NSF
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$52,998;NSF
REGENTS OF THE UNIVERSITY OF MINNESOTA;$575,000;NSF
CARNEGIE MELLON UNIVERSITY;$286,831;NASA
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY;$249,082;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE;$23,643.69;NSF
SCIENTIFIC COMMITTEE ON OCEANIC RESEARCH, INC. THE;$25,000;NASA
UNIVERSITY OF OKLAHOMA;$76,586.8;NASA
DICKINSON COLLEGE;$25,000;NSF
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA;$49,938.83;NSF
PRESBYTERIAN COLLEGE;$155,987;NSF
UNIVERSITY OF CALIFORNIA, IRVINE;$677,000;NASA
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL;$450,000;NSF
MICHIGAN STATE UNIVERSITY;$0;NSF
GEORGIA TECH RESEARCH CORPORATION;$204,730;NSF
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$198,564;NASA
OREGON STATE UNIVERSITY;$158,322;NASA
UNIVERSITY SYSTEM OF NEW HAMPSHIRE;$265,280;NASA
TRUSTEES OF DARTMOUTH COLLEGE;$225,127;NASA
REGENTS OF THE UNIVERSITY OF CALIFORNIA AT RIVERSIDE;$49,996;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$10,368;NSF
NATIONAL INSTITUTE OF AEROSPACE ASSOCIATES;$137,054;NSF
UNIVERSITY OF ALASKA FAIRBANKS;$24,967;NSF
FLORIDA ATLANTIC UNIVERSITY;$199,803;NSF
REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE;$25,000;NASA
BOWLING GREEN STATE UNIVERSITY (INC);$111,000;NSF
CONCORD CONSORTIUM INC;$88,768;NSF
MINNESOTA STATE COLLEGES AND UNIVERSITIES;$50,120;NSF
GEORGIA TECH RESEARCH CORPORATION;$500,000;NASA
UNIVERSITY OF HOUSTON SYSTEM;$499,836;NASA
UNIVERSITY OF ALASKA FAIRBANKS;$999,008;NASA
UNIVERSITY OF CALIFORNIA, SAN DIEGO;$390,942;NSF
WOODS HOLE OCEANOGRAPHIC INSTITUTION;$483,420;NSF
UNIVERSITY OF SOUTHERN CALIFORNIA;$1,498,385;NSF
UNIVERSITY OF TOLEDO, THE;$150,000;NSF
UNIVERSITY OF SOUTH CAROLINA;$355,659;NSF
TRUSTEES OF BOSTON UNIVERSITY;$618,917;NSF
UNIVERSITY OF NEW MEXICO;$2,043,064;NSF
UNIVERSITY OF TEXAS AT AUSTIN;$9,848;NSF
TEXAS A&M ENGINEERING EXPERIMENT STATION;$10,000;NSF
COLORADO SEMINARY;$1,974,247;NSF
COLORADO SEMINARY;$1,887,501;NSF
UNIVERSITY OF TEXAS AT DALLAS;$18,250;NSF
UNIVERSITY OF MARYLAND;$13,482;NSF
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$180,763.4;NASA
CARNEGIE MELLON UNIVERSITY;$244,000;NASA
MASSACHUSETTS INSTITUTE OF TECHNOLOGY;$179,049.67;NASA
UNIVERSITY OF WASHINGTON;$163,584;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$221,963;NSF
RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK, THE;$80,269;NSF
BROWN UNIVERSITY IN PROVIDENCE IN STATE OF RI AND PROVIDENCE PLANTATIONS;$26,261;NSF
GEORGETOWN UNIVERSITY (THE);$400,000;NASA
AUBURN UNIVERSITY;$99,633.69;NASA
THE GEORGE WASHINGTON UNIVERSITY;$42,867;NSF
UNIVERSITY OF DELAWARE;$299,513;NASA
UNIVERSITY OF WASHINGTON;$139,648;NASA
JOHNS HOPKINS UNIVERSITY, THE;$243,871;NASA
CARNEGIE MELLON UNIVERSITY;$103,233.13;NSF
REGENTS OF THE UNIVERSITY OF MICHIGAN;$152,929;NSF
UNIVERSITY OF OKLAHOMA;$750,000;NASA
RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY;$174,227;NSF
LELAND STANFORD JUNIOR UNIVERSITY, THE;$426,098;NSF
OREGON STATE UNIVERSITY;$195,185;NSF
UNIVERSITY OF UTAH, THE;$247,667;NSF
WASHINGTON UNIVERSITY, THE;$456,554;NASA
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK;$162,968;NSF
PENNSYLVANIA STATE UNIVERSITY, THE;$150,000;NSF
